transaction_id,date,ville,type,modele,prix,duree_location_mois
TX02555,2023-09-11,Marseille,vente,Mercedes C Class,61083.29,
TX02556,2023-10-30,Paris,vente,Mercedes C Class,37203.48,
TX02557,2023-01-17,Paris,location,Renault Clio,1201.9,22
TX02558,2024-02-23,Marseille,vente,Mercedes C Class,83572.83,
TX02559,2024-04-24,Paris,location,Peugeot 208,322.67,27
TX02560,2023-04-21,Paris,vente,Audi A4,80673.99,
TX02561,2023-02-04,Lyon,vente,BMW X3,44021.31,
TX02562,2024-04-11,Paris,location,Tesla Model 3,239.33,29
TX02563,2024-01-26,Marseille,vente,BMW X3,66413.99,
TX02564,2024-03-15,Paris,vente,Tesla Model 3,61485.36,
TX02565,2023-09-27,Paris,vente,Audi A4,40662.56,
TX02566,2024-01-21,Paris,vente,Peugeot 208,67971.66,
TX02567,2024-03-10,Lyon,location,Mercedes C Class,1408.65,35
TX02568,2024-03-20,Marseille,location,Renault Clio,1360.23,45
TX02569,2023-06-22,Paris,location,Mercedes C Class,1283.52,16
TX02570,2024-03-19,Lyon,location,Peugeot 208,740.97,12
TX02571,2024-04-26,Lyon,location,Audi A4,312.11,41
TX02572,2023-01-14,Lyon,location,Mercedes C Class,1064.41,11
TX02573,2023-01-24,Paris,location,Renault Clio,964.36,3
TX02574,2023-08-25,Paris,vente,Audi A4,74605.76,
TX02575,2023-12-08,Paris,vente,Tesla Model 3,77313.05,
TX02576,2023-10-07,Marseille,location,Peugeot 208,1029.65,2
TX02577,2024-01-05,Marseille,location,Tesla Model 3,247.56,47
TX02578,2023-06-09,Paris,vente,BMW X3,86420.62,
TX02579,2023-11-21,Marseille,location,Audi A4,1373.46,44
TX02580,2023-12-04,Paris,location,Peugeot 208,1233.62,48
TX02581,2023-07-26,Lyon,vente,Mercedes C Class,88000.76,
TX02582,2023-04-18,Lyon,vente,Renault Clio,56255.73,
TX02583,2024-04-22,Paris,location,Mercedes C Class,355.19,40
TX02584,2023-05-20,Lyon,location,Tesla Model 3,1419.59,32
TX02585,2024-03-27,Marseille,location,Peugeot 208,804.54,43
TX02586,2023-11-29,Lyon,vente,Renault Clio,49650.53,
TX02587,2023-05-08,Lyon,vente,BMW X3,75646.5,
TX02588,2023-06-28,Paris,vente,Mercedes C Class,76795.11,
TX02589,2023-06-12,Paris,location,Mercedes C Class,665.04,8
TX02590,2023-06-12,Marseille,location,BMW X3,1267.91,17
TX02591,2023-05-23,Paris,vente,BMW X3,59048.47,
TX02592,2023-12-07,Lyon,vente,Peugeot 208,73395.96,
TX02593,2023-01-16,Marseille,location,Tesla Model 3,467.77,34
TX02594,2023-12-19,Lyon,vente,Tesla Model 3,75144.56,
TX02595,2023-10-20,Paris,location,Mercedes C Class,851.89,15
TX02596,2023-05-19,Lyon,vente,Renault Clio,83151.98,
TX02597,2024-04-27,Lyon,location,Audi A4,920.94,30
TX02598,2024-04-21,Lyon,location,Renault Clio,1396.35,9
TX02599,2023-12-03,Marseille,vente,Renault Clio,60789.5,
TX02600,2023-07-21,Paris,location,Peugeot 208,872.26,20
TX02601,2023-05-31,Lyon,location,Mercedes C Class,515.35,24
TX02602,2023-09-20,Lyon,location,BMW X3,1264.75,18
TX02603,2023-04-08,Paris,vente,Renault Clio,85420.49,
TX02604,2023-12-28,Lyon,location,Peugeot 208,946.93,22
TX02605,2024-02-26,Lyon,vente,Peugeot 208,40544.63,
TX02606,2023-05-19,Paris,vente,Tesla Model 3,73811.33,
TX02607,2023-11-26,Marseille,vente,BMW X3,79464.26,
TX02608,2024-01-19,Lyon,vente,Renault Clio,79792.98,
TX02609,2023-03-07,Paris,vente,Renault Clio,81101.18,
TX02610,2023-03-10,Lyon,location,Mercedes C Class,1437.23,13
TX02611,2023-05-21,Marseille,location,Tesla Model 3,209.38,44
TX02612,2023-11-10,Lyon,vente,Peugeot 208,77645.18,
TX02613,2024-04-15,Paris,vente,Renault Clio,62896.67,
TX02614,2023-02-27,Lyon,location,Mercedes C Class,543.55,18
TX02615,2023-03-27,Marseille,location,Peugeot 208,1437.02,20
TX02616,2024-02-13,Marseille,location,Mercedes C Class,1122.15,3
TX02617,2024-04-11,Marseille,location,Mercedes C Class,1299.24,40
TX02618,2024-03-10,Marseille,location,BMW X3,450.12,2
TX02619,2023-07-02,Marseille,location,Audi A4,1200.49,28
TX02620,2023-08-12,Marseille,vente,BMW X3,59569.55,
TX02621,2023-10-27,Lyon,location,Renault Clio,1344.96,3
TX02622,2023-01-29,Lyon,location,Mercedes C Class,291.16,17
TX02623,2023-03-09,Marseille,location,Mercedes C Class,779.92,3
TX02624,2023-05-28,Lyon,location,Peugeot 208,1380.42,8
TX02625,2024-01-12,Paris,vente,BMW X3,38439.34,
TX02626,2023-01-15,Lyon,vente,BMW X3,54316.28,
TX02627,2023-07-11,Paris,location,Mercedes C Class,281.63,46
TX02628,2024-01-05,Marseille,vente,Peugeot 208,33995.61,
TX02629,2023-09-10,Lyon,location,Mercedes C Class,1346.73,32
TX02630,2024-04-10,Lyon,vente,Renault Clio,53675.02,
TX02631,2024-03-12,Marseille,location,Tesla Model 3,788.85,7
TX02632,2023-09-03,Marseille,location,Peugeot 208,1444.91,6
TX02633,2023-06-27,Paris,vente,Audi A4,39091.94,
TX02634,2024-03-25,Paris,location,Renault Clio,288.16,15
TX02635,2024-02-10,Marseille,vente,Renault Clio,75690.7,
TX02636,2023-03-20,Marseille,vente,BMW X3,48488.22,
TX02637,2024-01-15,Marseille,vente,Tesla Model 3,28922.05,
TX02638,2024-01-06,Marseille,location,Mercedes C Class,1363.01,32
TX02639,2023-10-13,Lyon,vente,BMW X3,59117.89,
TX02640,2024-02-08,Lyon,location,Audi A4,917.34,39
TX02641,2023-07-30,Paris,location,BMW X3,552.31,35
TX02642,2023-01-15,Paris,vente,Tesla Model 3,57151.37,
TX02643,2023-08-29,Paris,vente,Renault Clio,31363.29,
TX02644,2023-12-18,Paris,location,Renault Clio,1005.48,16
TX02645,2024-01-29,Paris,vente,Tesla Model 3,25406.21,
TX02646,2023-02-23,Paris,location,Peugeot 208,1427.32,3
TX02647,2023-12-22,Paris,vente,Mercedes C Class,86848.93,
TX02648,2023-04-17,Paris,vente,Renault Clio,51209.9,
TX02649,2023-10-09,Paris,vente,Mercedes C Class,48366.8,
TX02650,2023-05-07,Marseille,vente,BMW X3,80530.21,
TX02651,2023-10-25,Marseille,vente,BMW X3,15564.91,
TX02652,2023-08-05,Paris,vente,BMW X3,89177.93,
TX02653,2023-05-04,Marseille,location,Tesla Model 3,441.41,16
TX02654,2023-06-07,Marseille,vente,BMW X3,81038.18,
TX02655,2023-11-18,Paris,vente,Peugeot 208,78924.79,
TX02656,2023-08-19,Marseille,location,Peugeot 208,1193.61,17
TX02657,2023-11-06,Marseille,location,Audi A4,445.13,43
TX02658,2023-07-09,Lyon,location,BMW X3,1011.08,42
TX02659,2024-02-02,Lyon,location,BMW X3,1281.04,8
TX02660,2024-01-20,Marseille,vente,Renault Clio,72699.54,
TX02661,2023-01-17,Marseille,location,Audi A4,1372.71,41
TX02662,2023-01-02,Lyon,location,BMW X3,1478.17,28
TX02663,2023-11-30,Lyon,location,Renault Clio,741.13,47
TX02664,2023-10-18,Lyon,vente,BMW X3,62999.37,
TX02665,2023-04-11,Paris,location,Renault Clio,1489.26,16
TX02666,2023-11-22,Marseille,location,Peugeot 208,511.28,40
TX02667,2023-03-01,Paris,vente,Peugeot 208,54367.32,
TX02668,2023-11-03,Paris,location,BMW X3,1308.61,43
TX02669,2023-11-10,Paris,vente,Tesla Model 3,45150.21,
TX02670,2023-07-26,Lyon,vente,Mercedes C Class,81364.43,
TX02671,2023-07-20,Paris,vente,Tesla Model 3,84924.08,
TX02672,2023-01-09,Paris,location,Peugeot 208,409.05,13
TX02673,2023-10-18,Paris,vente,Mercedes C Class,22079.47,
TX02674,2023-08-16,Marseille,vente,Audi A4,81163.75,
TX02675,2023-11-28,Lyon,location,Tesla Model 3,338.25,11
TX02676,2023-01-07,Marseille,location,Tesla Model 3,867.41,21
TX02677,2023-11-28,Marseille,vente,Peugeot 208,56677.65,
TX02678,2023-03-26,Lyon,location,Tesla Model 3,1168.45,10
TX02679,2023-06-15,Paris,vente,Renault Clio,51588.08,
TX02680,2023-02-24,Lyon,location,Peugeot 208,1454.5,44
TX02681,2023-12-04,Lyon,location,Audi A4,525.89,45
TX02682,2024-02-16,Paris,location,Tesla Model 3,1192.98,42
TX02683,2024-03-18,Marseille,location,Audi A4,833.59,31
TX02684,2024-04-15,Lyon,location,Mercedes C Class,227.22,28
TX02685,2024-03-22,Lyon,location,Mercedes C Class,216.56,15
TX02686,2023-03-22,Lyon,vente,BMW X3,69128.68,
TX02687,2024-03-11,Marseille,vente,Renault Clio,84717.17,
TX02688,2023-11-03,Paris,vente,Tesla Model 3,83896.49,
TX02689,2023-03-04,Lyon,location,Renault Clio,360.11,20
TX02690,2023-10-02,Marseille,location,Mercedes C Class,1383.23,31
TX02691,2024-04-07,Marseille,location,Audi A4,988.21,18
TX02692,2023-11-09,Lyon,vente,BMW X3,26567.63,
TX02693,2023-03-14,Marseille,vente,Renault Clio,57795.45,
TX02694,2023-09-25,Paris,location,Mercedes C Class,331.02,46
TX02695,2023-11-28,Lyon,vente,Renault Clio,46265.34,
TX02696,2023-02-10,Lyon,vente,Mercedes C Class,32633.89,
TX02697,2023-08-10,Marseille,location,Audi A4,996.17,33
TX02698,2023-06-28,Paris,vente,Tesla Model 3,51310.94,
TX02699,2023-11-19,Marseille,location,Renault Clio,781.94,14
TX02700,2023-12-15,Lyon,vente,BMW X3,23120.95,
TX02701,2023-02-14,Marseille,location,Tesla Model 3,843.67,21
TX02702,2023-01-13,Marseille,location,Audi A4,884.84,29
TX02703,2024-04-29,Paris,location,Peugeot 208,1347.56,21
TX02704,2023-08-18,Paris,vente,Tesla Model 3,41834.62,
TX02705,2024-01-15,Lyon,vente,Renault Clio,27876.2,
TX02706,2024-03-06,Paris,vente,Tesla Model 3,83351.86,
TX02707,2023-11-28,Lyon,vente,Tesla Model 3,60741.93,
TX02708,2023-01-18,Lyon,vente,Audi A4,36133.72,
TX02709,2023-05-20,Lyon,vente,Tesla Model 3,81663.12,
TX02710,2023-06-30,Lyon,vente,Renault Clio,54481.45,
TX02711,2023-08-02,Marseille,location,Renault Clio,342.54,28
TX02712,2023-06-10,Paris,location,BMW X3,1314.98,21
TX02713,2023-07-29,Lyon,vente,Tesla Model 3,38578.57,
TX02714,2023-03-27,Paris,vente,BMW X3,67003.52,
TX02715,2023-12-06,Lyon,vente,BMW X3,55379.4,
TX02716,2024-03-02,Paris,vente,Audi A4,29544.95,
TX02717,2023-05-31,Marseille,vente,Mercedes C Class,25356.4,
TX02718,2023-10-19,Marseille,vente,Peugeot 208,26158.64,
TX02719,2023-09-20,Paris,location,Peugeot 208,1158.18,1
TX02720,2024-04-02,Paris,vente,BMW X3,56936.31,
TX02721,2023-04-29,Marseille,location,Audi A4,498.94,32
TX02722,2023-03-20,Marseille,vente,Mercedes C Class,84145.85,
TX02723,2023-05-06,Lyon,vente,BMW X3,26258.62,
TX02724,2023-09-25,Paris,location,Mercedes C Class,1150.23,47
TX02725,2023-01-18,Marseille,vente,Peugeot 208,88926.09,
TX02726,2023-12-31,Paris,vente,Peugeot 208,37199.8,
TX02727,2023-12-08,Lyon,location,BMW X3,428.51,29
TX02728,2023-10-26,Paris,vente,Mercedes C Class,53783.56,
TX02729,2023-01-12,Marseille,location,Audi A4,779.03,10
TX02730,2023-12-15,Marseille,vente,Mercedes C Class,82151.87,
TX02731,2024-03-16,Marseille,vente,Audi A4,57481.66,
TX02732,2024-03-08,Lyon,location,Audi A4,1445.64,25
TX02733,2023-12-09,Lyon,location,Mercedes C Class,546.62,45
TX02734,2023-09-27,Marseille,vente,Tesla Model 3,88233.55,
TX02735,2023-05-14,Lyon,vente,Mercedes C Class,64575.26,
TX02736,2023-02-09,Marseille,location,BMW X3,578.45,16
TX02737,2023-09-22,Lyon,vente,Audi A4,57051.45,
TX02738,2023-06-04,Lyon,vente,BMW X3,39244.92,
TX02739,2023-03-25,Paris,location,Peugeot 208,1041.37,37
TX02740,2023-09-05,Marseille,vente,Peugeot 208,22072.82,
TX02741,2023-12-28,Lyon,location,Peugeot 208,1416.07,45
TX02742,2024-04-22,Paris,vente,Renault Clio,21218.26,
TX02743,2023-03-17,Marseille,location,Audi A4,1230.37,23
TX02744,2024-03-27,Paris,location,Renault Clio,941.45,23
TX02745,2023-09-04,Lyon,vente,Renault Clio,39897.27,
TX02746,2023-10-21,Marseille,vente,Audi A4,68742.82,
TX02747,2023-01-12,Marseille,location,Audi A4,1451.0,20
TX02748,2023-11-14,Paris,vente,Tesla Model 3,18616.76,
TX02749,2023-11-17,Marseille,vente,Audi A4,78402.13,
TX02750,2023-07-16,Paris,vente,Peugeot 208,85989.36,
TX02751,2023-08-03,Lyon,location,Tesla Model 3,1318.25,30
TX02752,2023-03-06,Paris,vente,BMW X3,83331.93,
TX02753,2023-11-01,Paris,vente,Tesla Model 3,59337.1,
TX02754,2023-05-14,Paris,vente,Tesla Model 3,89742.42,
TX02755,2023-09-28,Lyon,location,Peugeot 208,1095.84,37
TX02756,2023-07-10,Lyon,vente,Audi A4,53111.52,
TX02757,2023-02-08,Lyon,vente,Audi A4,76803.28,
TX02758,2024-01-20,Lyon,location,Peugeot 208,987.75,48
TX02759,2023-05-15,Paris,vente,Renault Clio,81718.57,
TX02760,2023-04-09,Lyon,vente,Tesla Model 3,89613.16,
TX02761,2023-05-17,Paris,vente,Mercedes C Class,47886.98,
TX02762,2024-03-06,Paris,location,Renault Clio,463.54,10
TX02763,2023-01-14,Lyon,location,Peugeot 208,1159.0,31
TX02764,2023-04-01,Lyon,vente,Mercedes C Class,49150.43,
TX02765,2023-05-14,Paris,location,BMW X3,277.65,12
TX02766,2023-03-27,Lyon,location,Audi A4,1027.97,21
TX02767,2023-05-20,Paris,vente,Tesla Model 3,35629.56,
TX02768,2023-05-03,Lyon,vente,Renault Clio,51625.59,
TX02769,2023-02-23,Paris,vente,Tesla Model 3,15161.7,
TX02770,2023-05-18,Marseille,location,Audi A4,853.8,1
TX02771,2023-06-13,Lyon,location,BMW X3,521.1,11
TX02772,2023-12-10,Lyon,location,Peugeot 208,981.36,7
TX02773,2023-07-02,Paris,vente,Tesla Model 3,67552.42,
TX02774,2023-11-26,Paris,location,Mercedes C Class,1115.1,12
TX02775,2023-10-13,Paris,location,Audi A4,1014.6,48
TX02776,2023-05-31,Paris,location,Renault Clio,568.24,39
TX02777,2023-01-19,Lyon,vente,Mercedes C Class,84875.25,
TX02778,2023-07-31,Lyon,vente,Peugeot 208,89905.32,
TX02779,2023-03-27,Paris,vente,Renault Clio,30115.1,
TX02780,2023-08-02,Lyon,location,Tesla Model 3,244.52,30
TX02781,2023-08-23,Lyon,vente,BMW X3,22114.57,
TX02782,2024-02-18,Paris,location,Audi A4,832.63,7
TX02783,2023-09-19,Marseille,vente,Renault Clio,31501.58,
TX02784,2023-11-20,Marseille,vente,Peugeot 208,37077.07,
TX02785,2023-05-05,Lyon,vente,Peugeot 208,30808.07,
TX02786,2023-04-12,Marseille,vente,Tesla Model 3,40367.97,
TX02787,2024-01-20,Lyon,location,Audi A4,1481.87,34
TX02788,2023-12-17,Marseille,location,BMW X3,1382.2,13
TX02789,2023-07-26,Lyon,vente,Audi A4,35884.65,
TX02790,2024-03-26,Paris,location,BMW X3,709.8,46
TX02791,2023-07-27,Marseille,location,Mercedes C Class,520.14,48
TX02792,2023-11-07,Marseille,location,Tesla Model 3,524.3,23
TX02793,2023-08-08,Paris,vente,Tesla Model 3,29313.51,
TX02794,2023-10-23,Paris,location,BMW X3,238.08,27
TX02795,2023-06-27,Paris,location,Tesla Model 3,806.93,14
TX02796,2024-02-02,Marseille,location,Renault Clio,897.21,48
TX02797,2023-04-30,Lyon,location,Renault Clio,959.76,5
TX02798,2023-12-11,Lyon,location,Mercedes C Class,276.88,30
TX02799,2024-04-04,Lyon,location,Peugeot 208,1077.0,13
TX02800,2023-08-03,Marseille,vente,BMW X3,40637.1,
TX02801,2024-03-30,Lyon,vente,Renault Clio,35410.8,
TX02802,2023-09-10,Paris,vente,Peugeot 208,27843.48,
TX02803,2023-03-13,Lyon,location,Audi A4,914.33,35
TX02804,2023-04-02,Marseille,vente,Peugeot 208,58550.12,
TX02805,2023-04-29,Paris,location,Renault Clio,1076.54,14
TX02806,2023-09-12,Lyon,location,Mercedes C Class,1072.9,26
TX02807,2023-04-20,Marseille,vente,Tesla Model 3,20952.33,
TX02808,2023-07-17,Marseille,location,Audi A4,1003.51,39
TX02809,2023-08-27,Lyon,location,Mercedes C Class,844.19,18
TX02810,2023-06-25,Paris,vente,Renault Clio,53275.51,
TX02811,2023-10-29,Lyon,vente,Audi A4,68583.18,
TX02812,2023-03-01,Lyon,location,Renault Clio,1320.28,29
TX02813,2024-01-04,Paris,vente,Mercedes C Class,31179.9,
TX02814,2023-09-15,Paris,location,Peugeot 208,979.52,17
TX02815,2023-03-11,Paris,location,Tesla Model 3,527.72,2
TX02816,2023-01-14,Marseille,vente,BMW X3,63173.73,
TX02817,2024-02-10,Lyon,location,Audi A4,254.11,32
TX02818,2023-10-02,Paris,vente,BMW X3,45916.49,
TX02819,2023-06-08,Lyon,location,Mercedes C Class,483.55,38
TX02820,2023-09-18,Paris,vente,Mercedes C Class,31789.5,
TX02821,2023-12-19,Lyon,location,Peugeot 208,519.42,37
TX02822,2023-12-20,Lyon,location,Tesla Model 3,299.68,19
TX02823,2024-04-04,Lyon,location,Renault Clio,498.0,39
TX02824,2023-11-24,Lyon,vente,Mercedes C Class,62491.68,
TX02825,2024-03-24,Marseille,location,Tesla Model 3,1135.21,30
TX02826,2023-10-06,Marseille,vente,Tesla Model 3,26909.07,
TX02827,2023-07-01,Paris,location,Audi A4,1112.12,38
TX02828,2023-02-04,Marseille,vente,Mercedes C Class,15994.22,
TX02829,2023-02-17,Marseille,location,Renault Clio,1001.91,33
TX02830,2023-11-14,Marseille,vente,Peugeot 208,37280.94,
TX02831,2024-02-10,Lyon,vente,Tesla Model 3,23680.69,
TX02832,2023-07-03,Marseille,location,Audi A4,277.7,3
TX02833,2023-04-06,Lyon,vente,Tesla Model 3,43227.21,
TX02834,2024-02-20,Lyon,vente,Mercedes C Class,22346.58,
TX02835,2023-12-31,Paris,vente,Peugeot 208,58864.62,
TX02836,2024-04-16,Marseille,location,Renault Clio,849.89,12
TX02837,2023-12-08,Lyon,vente,Mercedes C Class,25205.68,
TX02838,2023-11-07,Paris,vente,Renault Clio,32113.91,
TX02839,2023-10-14,Lyon,vente,Peugeot 208,24088.18,
TX02840,2024-04-25,Marseille,vente,Tesla Model 3,18900.69,
TX02841,2023-02-22,Paris,vente,Audi A4,25836.32,
TX02842,2024-02-04,Paris,location,Tesla Model 3,1220.25,9
TX02843,2023-02-06,Paris,vente,Renault Clio,62863.45,
TX02844,2023-07-30,Lyon,location,Renault Clio,343.19,36
TX02845,2023-01-25,Paris,vente,Peugeot 208,80076.36,
TX02846,2023-11-19,Paris,vente,Mercedes C Class,50732.46,
TX02847,2023-07-15,Lyon,vente,Mercedes C Class,88057.75,
TX02848,2023-12-20,Lyon,location,Mercedes C Class,1298.9,1
TX02849,2023-08-21,Marseille,location,Peugeot 208,256.63,48
TX02850,2023-04-06,Lyon,location,Mercedes C Class,1466.14,31
TX02851,2023-01-18,Paris,location,Mercedes C Class,1114.81,31
TX02852,2023-11-24,Paris,vente,Renault Clio,81595.77,
TX02853,2023-05-02,Paris,location,Mercedes C Class,611.46,6
TX02854,2024-03-12,Paris,vente,Tesla Model 3,38296.28,
TX02855,2023-03-08,Paris,location,Renault Clio,1153.73,18
TX02856,2024-04-22,Lyon,vente,Tesla Model 3,25440.24,
TX02857,2023-05-08,Paris,vente,Audi A4,26145.84,
TX02858,2024-04-19,Marseille,vente,Tesla Model 3,39246.87,
TX02859,2024-02-07,Paris,vente,Tesla Model 3,22866.5,
TX02860,2023-06-22,Marseille,location,Renault Clio,1191.65,30
TX02861,2023-01-16,Lyon,vente,Tesla Model 3,71618.4,
TX02862,2023-12-03,Marseille,location,Peugeot 208,678.18,14
TX02863,2024-04-19,Lyon,location,Peugeot 208,1010.26,28
TX02864,2024-02-25,Paris,location,Audi A4,215.98,41
TX02865,2023-06-09,Marseille,vente,Mercedes C Class,47036.98,
TX02866,2024-02-20,Paris,location,Audi A4,683.89,37
TX02867,2023-12-03,Marseille,location,Renault Clio,300.8,2
TX02868,2024-03-13,Paris,location,Audi A4,491.4,48
TX02869,2024-03-29,Lyon,location,Mercedes C Class,220.21,13
TX02870,2024-04-25,Paris,location,Tesla Model 3,1145.91,38
TX02871,2024-03-18,Marseille,vente,Audi A4,34992.63,
TX02872,2024-03-24,Marseille,vente,BMW X3,60414.39,
TX02873,2024-03-23,Paris,vente,Audi A4,60959.99,
TX02874,2023-08-11,Paris,location,BMW X3,549.74,45
TX02875,2023-10-16,Lyon,vente,Peugeot 208,47176.65,
TX02876,2024-02-25,Marseille,vente,Renault Clio,16113.43,
TX02877,2023-03-24,Paris,location,BMW X3,649.9,29
TX02878,2023-03-23,Marseille,vente,Tesla Model 3,22236.71,
TX02879,2024-02-11,Lyon,location,Renault Clio,743.26,12
TX02880,2023-03-02,Lyon,vente,Audi A4,69930.49,
TX02881,2024-03-24,Lyon,vente,Tesla Model 3,32432.28,
TX02882,2023-01-22,Paris,vente,Audi A4,55379.46,
TX02883,2023-10-04,Paris,vente,Tesla Model 3,43187.52,
TX02884,2023-09-21,Marseille,location,Mercedes C Class,718.23,47
TX02885,2024-04-13,Marseille,vente,Audi A4,18603.23,
TX02886,2023-11-09,Paris,vente,Mercedes C Class,63740.14,
TX02887,2023-08-05,Lyon,location,Audi A4,507.0,47
TX02888,2023-02-13,Paris,vente,Peugeot 208,35209.87,
TX02889,2024-01-09,Marseille,vente,Peugeot 208,60156.77,
TX02890,2023-09-09,Lyon,location,Audi A4,656.44,6
TX02891,2023-01-29,Lyon,location,Audi A4,726.31,28
TX02892,2023-10-12,Lyon,vente,Audi A4,74225.13,
TX02893,2023-01-13,Paris,vente,Tesla Model 3,31642.64,
TX02894,2023-02-03,Paris,vente,BMW X3,29214.41,
TX02895,2023-11-06,Marseille,vente,Tesla Model 3,41524.64,
TX02896,2023-09-30,Marseille,vente,Renault Clio,88298.2,
TX02897,2024-04-09,Paris,vente,Peugeot 208,45001.76,
TX02898,2024-02-02,Lyon,location,Audi A4,1033.38,3
TX02899,2023-08-08,Paris,location,Mercedes C Class,1108.59,29
TX02900,2024-03-04,Lyon,vente,BMW X3,77619.31,
TX02901,2023-01-18,Lyon,location,Tesla Model 3,1351.34,46
TX02902,2024-02-13,Paris,location,Audi A4,372.19,42
TX02903,2023-03-08,Marseille,vente,Tesla Model 3,53325.27,
TX02904,2023-02-20,Lyon,location,Peugeot 208,1429.27,9
TX02905,2023-02-06,Paris,vente,Tesla Model 3,15007.25,
TX02906,2024-02-09,Lyon,location,Renault Clio,1422.96,41
TX02907,2023-01-09,Marseille,location,Mercedes C Class,1226.32,37
TX02908,2024-01-03,Lyon,location,Tesla Model 3,275.85,19
TX02909,2023-10-09,Lyon,location,BMW X3,829.09,2
TX02910,2023-04-18,Paris,vente,Mercedes C Class,76757.15,
TX02911,2024-03-17,Lyon,vente,Peugeot 208,17876.27,
TX02912,2023-12-15,Lyon,vente,Peugeot 208,18567.03,
TX02913,2023-07-24,Paris,location,Peugeot 208,497.61,48
TX02914,2024-02-02,Paris,location,Audi A4,709.46,14
TX02915,2023-05-12,Paris,vente,Audi A4,67804.67,
TX02916,2023-12-02,Paris,vente,BMW X3,63474.33,
TX02917,2023-05-15,Lyon,vente,Mercedes C Class,32504.1,
TX02918,2023-04-22,Paris,vente,BMW X3,82493.47,
TX02919,2023-04-20,Paris,location,BMW X3,969.03,16
TX02920,2023-01-11,Lyon,location,Tesla Model 3,1222.07,9
TX02921,2023-08-25,Lyon,location,Audi A4,931.68,20
TX02922,2023-01-20,Marseille,vente,Audi A4,88709.58,
TX02923,2023-02-17,Paris,location,Peugeot 208,990.17,12
TX02924,2023-01-06,Paris,vente,Renault Clio,42611.89,
TX02925,2023-03-14,Lyon,vente,BMW X3,82389.7,
TX02926,2023-07-20,Lyon,vente,Peugeot 208,39249.13,
TX02927,2024-03-12,Lyon,location,Renault Clio,374.34,3
TX02928,2023-03-19,Marseille,vente,Audi A4,35265.3,
TX02929,2024-01-08,Paris,location,Mercedes C Class,792.71,16
TX02930,2023-09-30,Paris,vente,BMW X3,22151.96,
TX02931,2024-03-25,Paris,location,Renault Clio,804.19,46
TX02932,2023-02-28,Paris,location,BMW X3,1220.93,44
TX02933,2024-02-22,Paris,vente,Tesla Model 3,79645.15,
TX02934,2023-07-05,Marseille,vente,Mercedes C Class,83377.19,
TX02935,2023-03-04,Lyon,vente,BMW X3,22450.71,
TX02936,2024-01-22,Lyon,location,Renault Clio,544.44,2
TX02937,2023-03-27,Paris,location,Audi A4,942.9,24
TX02938,2023-03-17,Paris,location,BMW X3,1267.9,28
TX02939,2023-08-22,Paris,location,Mercedes C Class,1179.12,23
TX02940,2023-08-15,Marseille,vente,Renault Clio,21543.98,
TX02941,2023-11-22,Marseille,vente,Audi A4,15544.56,
TX02942,2024-01-01,Marseille,location,Tesla Model 3,841.27,29
TX02943,2024-01-21,Marseille,vente,Renault Clio,36483.11,
TX02944,2023-09-16,Lyon,vente,Mercedes C Class,86372.19,
TX02945,2023-08-20,Paris,vente,Audi A4,73871.19,
TX02946,2023-01-14,Paris,location,Mercedes C Class,971.92,2
TX02947,2023-07-25,Paris,location,Peugeot 208,1389.26,16
TX02948,2023-09-09,Paris,location,Tesla Model 3,927.0,34
TX02949,2024-01-21,Marseille,vente,Peugeot 208,70042.55,
TX02950,2023-12-28,Paris,location,BMW X3,430.07,2
TX02951,2023-06-03,Paris,vente,Tesla Model 3,82813.16,
TX02952,2023-03-30,Marseille,vente,Mercedes C Class,33606.13,
TX02953,2023-02-12,Marseille,vente,Audi A4,59999.61,
TX02954,2023-12-09,Lyon,vente,Tesla Model 3,64997.96,
TX02955,2023-03-19,Paris,vente,Audi A4,24105.5,
TX02956,2023-02-24,Lyon,location,Tesla Model 3,219.21,42
TX02957,2023-01-27,Lyon,vente,Peugeot 208,42654.9,
TX02958,2024-01-15,Paris,vente,BMW X3,45953.97,
TX02959,2023-08-21,Lyon,vente,Renault Clio,16286.81,
TX02960,2023-03-21,Lyon,vente,Renault Clio,17891.3,
TX02961,2024-03-19,Paris,location,BMW X3,483.07,25
TX02962,2023-05-10,Marseille,location,Renault Clio,517.19,21
TX02963,2023-04-23,Paris,location,Peugeot 208,362.78,7
TX02964,2023-03-03,Lyon,location,Renault Clio,1208.41,28
TX02965,2023-08-01,Paris,location,Mercedes C Class,1112.22,14
TX02966,2023-04-14,Lyon,location,Mercedes C Class,265.02,28
TX02967,2023-10-24,Paris,vente,Renault Clio,19809.12,
TX02968,2023-07-22,Paris,location,BMW X3,421.34,35
TX02969,2023-12-24,Marseille,vente,Mercedes C Class,73285.81,
TX02970,2023-09-30,Paris,vente,Mercedes C Class,39884.91,
TX02971,2023-07-30,Paris,location,Peugeot 208,499.3,2
TX02972,2023-10-25,Paris,location,Mercedes C Class,535.02,7
TX02973,2024-04-01,Paris,vente,Audi A4,36383.09,
TX02974,2024-01-08,Lyon,vente,Peugeot 208,69716.47,
TX02975,2024-01-14,Marseille,vente,BMW X3,36069.5,
TX02976,2023-12-04,Lyon,vente,Renault Clio,38295.27,
TX02977,2023-12-01,Lyon,location,Audi A4,1108.88,21
TX02978,2023-04-19,Marseille,vente,Renault Clio,46551.78,
